Property_Index,SalePrice,Investment_Score,Risk_Score,ROI_Potential,Gross_Yield,Estimated_Rent,Recommendation,Recommendation_Reason
1007,88000.0,48.7,15,0,9.6,704.0,AVOID,High risk or poor return potential
1008,240000.0,72.2,0,45,9.6,1920.0,BUY,Solid investment with good risk-adjusted returns
1009,102000.0,49.2,30,10,9.6,816.0,AVOID,High risk or poor return potential
1010,135000.0,58.2,0,10,9.6,1080.0,HOLD,Monitor for better entry point
1011,100000.0,58.2,0,10,9.6,800.0,HOLD,Monitor for better entry point
1012,165000.0,59.2,30,30,9.6,1320.0,HOLD,Monitor for better entry point
1013,85000.0,48.2,30,10,9.6,680.0,AVOID,High risk or poor return potential
1014,119200.0,58.2,0,10,9.6,953.6,HOLD,Monitor for better entry point
1015,227000.0,67.2,0,30,9.6,1816.0,CONSIDER,Value-add opportunity with good potential
1016,203000.0,54.2,0,0,9.6,1624.0,HOLD,Monitor for better entry point
1017,187500.0,60.2,0,15,9.6,1500.0,CONSIDER,Value-add opportunity with good potential
1018,160000.0,54.2,0,0,9.6,1280.0,HOLD,Monitor for better entry point
1019,213490.0,61.7,15,30,9.6,1707.92,CONSIDER,Value-add opportunity with good potential
1020,176000.0,66.2,0,30,9.6,1408.0,CONSIDER,Value-add opportunity with good potential
1021,194000.0,66.2,0,30,9.6,1552.0,CONSIDER,Value-add opportunity with good potential
1022,87000.0,49.2,30,10,9.6,696.0,AVOID,High risk or poor return potential
1023,191000.0,61.7,15,30,9.6,1528.0,CONSIDER,Value-add opportunity with good potential
1024,287000.0,55.2,0,0,9.6,2296.0,HOLD,Monitor for better entry point
1025,112500.0,54.2,0,0,9.6,900.0,HOLD,Monitor for better entry point
1026,167500.0,58.2,0,10,9.6,1340.0,HOLD,Monitor for better entry point
1027,293077.0,66.2,0,30,9.6,2344.616,CONSIDER,Value-add opportunity with good potential
1028,105000.0,58.2,0,10,9.6,840.0,HOLD,Monitor for better entry point
1029,118000.0,59.7,15,20,9.6,944.0,HOLD,Monitor for better entry point
1030,160000.0,60.2,30,30,9.6,1280.0,CONSIDER,Value-add opportunity with good potential
1031,197000.0,39.7,55,10,9.6,1576.0,AVOID,High risk or poor return potential
1032,310000.0,64.2,0,20,9.6,2480.0,CONSIDER,Value-add opportunity with good potential
1033,230000.0,66.2,0,30,9.6,1840.0,CONSIDER,Value-add opportunity with good potential
1034,119750.0,59.2,30,30,9.6,958.0,HOLD,Monitor for better entry point
1035,84000.0,54.7,25,25,9.6,672.0,HOLD,Monitor for better entry point
1036,315500.0,66.2,0,30,9.6,2524.0,CONSIDER,Value-add opportunity with good potential
1037,287000.0,66.2,0,30,9.6,2296.0,CONSIDER,Value-add opportunity with good potential
1038,97000.0,50.7,15,0,9.6,776.0,HOLD,Monitor for better entry point
1039,80000.0,48.7,15,0,9.6,640.0,AVOID,High risk or poor return potential
1040,155000.0,57.2,0,10,9.6,1240.0,HOLD,Monitor for better entry point
1041,173000.0,69.2,0,30,9.6,1384.0,CONSIDER,Value-add opportunity with good potential
1042,196000.0,66.2,0,30,9.6,1568.0,CONSIDER,Value-add opportunity with good potential
1043,262280.0,54.2,0,0,9.600000000000001,2098.2400000000002,HOLD,Monitor for better entry point
1044,278000.0,54.2,0,0,9.6,2224.0,HOLD,Monitor for better entry point
1045,139600.0,64.2,0,25,9.6,1116.8,CONSIDER,Value-add opportunity with good potential
1046,556581.0,66.2,0,30,9.6,4452.648,CONSIDER,Value-add opportunity with good potential
1047,145000.0,54.2,0,0,9.6,1160.0,HOLD,Monitor for better entry point
1048,115000.0,57.2,0,10,9.6,920.0,HOLD,Monitor for better entry point
1049,84900.0,68.2,0,30,9.6,679.2,CONSIDER,Value-add opportunity with good potential
1050,176485.0,66.2,0,30,9.6,1411.88,CONSIDER,Value-add opportunity with good potential
1051,200141.0,66.2,0,30,9.6,1601.128,CONSIDER,Value-add opportunity with good potential
1052,165000.0,59.2,0,10,9.6,1320.0,HOLD,Monitor for better entry point
1053,144500.0,59.2,0,10,9.6,1156.0,HOLD,Monitor for better entry point
1054,255000.0,66.2,0,30,9.6,2040.0,CONSIDER,Value-add opportunity with good potential
1055,180000.0,54.2,0,0,9.6,1440.0,HOLD,Monitor for better entry point
1056,185850.0,66.2,0,30,9.6,1486.8,CONSIDER,Value-add opportunity with good potential
1057,248000.0,55.2,0,0,9.6,1984.0,HOLD,Monitor for better entry point
1058,335000.0,66.2,0,30,9.6,2680.0,CONSIDER,Value-add opportunity with good potential
1059,220000.0,59.2,30,30,9.6,1760.0,HOLD,Monitor for better entry point
1060,213500.0,61.7,15,30,9.6,1708.0,CONSIDER,Value-add opportunity with good potential
1061,81000.0,42.2,50,10,9.6,648.0,AVOID,High risk or poor return potential
1062,90000.0,49.2,30,10,9.6,720.0,AVOID,High risk or poor return potential
1063,110500.0,50.2,30,10,9.6,884.0,HOLD,Monitor for better entry point
1064,154000.0,65.2,0,25,9.6,1232.0,CONSIDER,Value-add opportunity with good potential
1065,328000.0,54.2,0,0,9.6,2624.0,HOLD,Monitor for better entry point
1066,178000.0,64.2,0,20,9.6,1424.0,CONSIDER,Value-add opportunity with good potential
1067,167900.0,59.2,0,10,9.6,1343.2,HOLD,Monitor for better entry point
1068,151400.0,48.7,15,0,9.600000000000001,1211.2,AVOID,High risk or poor return potential
1069,135000.0,68.2,0,30,9.6,1080.0,CONSIDER,Value-add opportunity with good potential
1070,135000.0,58.2,0,10,9.6,1080.0,HOLD,Monitor for better entry point
1071,154000.0,59.2,0,10,9.6,1232.0,HOLD,Monitor for better entry point
1072,91500.0,48.7,25,10,9.6,732.0,AVOID,High risk or poor return potential
1073,159500.0,55.2,0,0,9.6,1276.0,HOLD,Monitor for better entry point
1074,194000.0,66.2,0,30,9.6,1552.0,CONSIDER,Value-add opportunity with good potential
1075,219500.0,59.2,0,10,9.6,1756.0,HOLD,Monitor for better entry point
1076,170000.0,60.2,30,30,9.6,1360.0,CONSIDER,Value-add opportunity with good potential
1077,138800.0,58.2,0,10,9.6,1110.4,HOLD,Monitor for better entry point
1078,155900.0,61.7,15,30,9.600000000000001,1247.2,CONSIDER,Value-add opportunity with good potential
1079,126000.0,54.2,0,0,9.6,1008.0,HOLD,Monitor for better entry point
1080,145000.0,64.2,0,20,9.6,1160.0,CONSIDER,Value-add opportunity with good potential
1081,133000.0,58.2,0,10,9.6,1064.0,HOLD,Monitor for better entry point
1082,192000.0,66.2,0,30,9.6,1536.0,CONSIDER,Value-add opportunity with good potential
1083,160000.0,59.2,0,10,9.6,1280.0,HOLD,Monitor for better entry point
1084,187500.0,54.2,0,0,9.6,1500.0,HOLD,Monitor for better entry point
1085,147000.0,55.2,0,0,9.6,1176.0,HOLD,Monitor for better entry point
1086,83500.0,49.7,15,0,9.6,668.0,AVOID,High risk or poor return potential
1087,252000.0,66.2,0,30,9.6,2016.0,CONSIDER,Value-add opportunity with good potential
1088,137500.0,61.7,15,30,9.6,1100.0,CONSIDER,Value-add opportunity with good potential
1089,197000.0,61.7,15,30,9.6,1576.0,CONSIDER,Value-add opportunity with good potential
1090,92900.0,57.2,0,10,9.600000000000001,743.2,HOLD,Monitor for better entry point
1091,160000.0,49.7,15,0,9.6,1280.0,AVOID,High risk or poor return potential
1092,136500.0,49.2,30,10,9.6,1092.0,AVOID,High risk or poor return potential
1093,146000.0,69.2,0,30,9.6,1168.0,CONSIDER,Value-add opportunity with good potential
1094,129000.0,68.2,0,30,9.6,1032.0,CONSIDER,Value-add opportunity with good potential
1095,176432.0,66.2,0,30,9.6,1411.4560000000001,CONSIDER,Value-add opportunity with good potential
1096,127000.0,59.2,30,30,9.6,1016.0,HOLD,Monitor for better entry point
1097,170000.0,49.7,15,0,9.6,1360.0,AVOID,High risk or poor return potential
1098,128000.0,50.2,30,10,9.6,1024.0,HOLD,Monitor for better entry point
1099,157000.0,54.2,0,0,9.6,1256.0,HOLD,Monitor for better entry point
1100,60000.0,49.2,30,10,9.6,480.0,AVOID,High risk or poor return potential
1101,119500.0,54.2,0,0,9.6,956.0,HOLD,Monitor for better entry point
1102,135000.0,68.2,0,30,9.6,1080.0,CONSIDER,Value-add opportunity with good potential
1103,159500.0,59.2,0,10,9.6,1276.0,HOLD,Monitor for better entry point
1104,106000.0,49.7,15,0,9.6,848.0,AVOID,High risk or poor return potential
1105,325000.0,54.2,0,0,9.6,2600.0,HOLD,Monitor for better entry point
1106,179900.0,54.2,0,0,9.6,1439.2,HOLD,Monitor for better entry point
1107,274725.0,72.2,0,45,9.6,2197.8,BUY,Solid investment with good risk-adjusted returns
1108,181000.0,54.2,0,0,9.6,1448.0,HOLD,Monitor for better entry point
1109,280000.0,66.2,0,30,9.6,2240.0,CONSIDER,Value-add opportunity with good potential
1110,188000.0,54.2,0,0,9.6,1504.0,HOLD,Monitor for better entry point
1111,205000.0,55.2,0,0,9.6,1640.0,HOLD,Monitor for better entry point
1112,129900.0,68.2,0,30,9.600000000000001,1039.2,CONSIDER,Value-add opportunity with good potential
1113,134500.0,68.2,0,30,9.6,1076.0,CONSIDER,Value-add opportunity with good potential
1114,117000.0,68.2,0,30,9.6,936.0,CONSIDER,Value-add opportunity with good potential
1115,318000.0,66.2,0,30,9.6,2544.0,CONSIDER,Value-add opportunity with good potential
1116,184100.0,66.2,0,30,9.6,1472.8,CONSIDER,Value-add opportunity with good potential
1117,130000.0,68.2,0,30,9.6,1040.0,CONSIDER,Value-add opportunity with good potential
1118,140000.0,59.2,0,10,9.6,1120.0,HOLD,Monitor for better entry point
1119,133700.0,58.2,0,10,9.6,1069.6,HOLD,Monitor for better entry point
1120,118400.0,49.2,30,10,9.600000000000001,947.2,AVOID,High risk or poor return potential
1121,212900.0,66.2,0,30,9.6,1703.2,CONSIDER,Value-add opportunity with good potential
1122,112000.0,48.7,25,10,9.6,896.0,AVOID,High risk or poor return potential
1123,118000.0,70.2,0,30,9.6,944.0,BUY,Solid investment with good risk-adjusted returns
1124,163900.0,54.2,0,0,9.6,1311.2,HOLD,Monitor for better entry point
1125,115000.0,58.2,0,10,9.6,920.0,HOLD,Monitor for better entry point
1126,174000.0,61.7,15,30,9.6,1392.0,CONSIDER,Value-add opportunity with good potential
1127,259000.0,66.2,0,30,9.6,2072.0,CONSIDER,Value-add opportunity with good potential
1128,215000.0,66.2,0,30,9.6,1720.0,CONSIDER,Value-add opportunity with good potential
1129,140000.0,54.2,0,0,9.6,1120.0,HOLD,Monitor for better entry point
1130,135000.0,39.7,55,10,9.6,1080.0,AVOID,High risk or poor return potential
1131,93500.0,54.2,0,0,9.6,748.0,HOLD,Monitor for better entry point
1132,117500.0,48.2,30,10,9.6,940.0,AVOID,High risk or poor return potential
1133,239500.0,54.2,0,0,9.6,1916.0,HOLD,Monitor for better entry point
1134,169000.0,54.2,0,0,9.6,1352.0,HOLD,Monitor for better entry point
1135,102000.0,49.2,30,10,9.6,816.0,AVOID,High risk or poor return potential
1136,119000.0,58.2,0,10,9.6,952.0,HOLD,Monitor for better entry point
1137,94000.0,60.2,30,30,9.6,752.0,CONSIDER,Value-add opportunity with good potential
1138,196000.0,54.2,0,0,9.6,1568.0,HOLD,Monitor for better entry point
1139,144000.0,49.2,30,10,9.6,1152.0,AVOID,High risk or poor return potential
1140,139000.0,68.2,0,30,9.6,1112.0,CONSIDER,Value-add opportunity with good potential
1141,197500.0,70.2,0,35,9.6,1580.0,BUY,Solid investment with good risk-adjusted returns
1142,424870.0,66.2,0,30,9.600000000000001,3398.96,CONSIDER,Value-add opportunity with good potential
1143,80000.0,48.7,25,10,9.6,640.0,AVOID,High risk or poor return potential
1144,80000.0,57.2,0,10,9.6,640.0,HOLD,Monitor for better entry point
1145,149000.0,50.2,30,10,9.6,1192.0,HOLD,Monitor for better entry point
1146,180000.0,54.2,0,0,9.6,1440.0,HOLD,Monitor for better entry point
1147,174500.0,68.2,0,30,9.6,1396.0,CONSIDER,Value-add opportunity with good potential
1148,116900.0,59.2,30,30,9.600000000000001,935.2,HOLD,Monitor for better entry point
1149,143000.0,61.2,30,30,9.6,1144.0,CONSIDER,Value-add opportunity with good potential
1150,124000.0,58.2,0,10,9.6,992.0,HOLD,Monitor for better entry point
1151,149900.0,57.2,0,10,9.600000000000001,1199.2,HOLD,Monitor for better entry point
1152,230000.0,68.2,0,30,9.6,1840.0,CONSIDER,Value-add opportunity with good potential
1153,120500.0,60.2,30,30,9.6,964.0,CONSIDER,Value-add opportunity with good potential
1154,201800.0,59.2,0,10,9.600000000000001,1614.4,HOLD,Monitor for better entry point
1155,218000.0,65.2,0,20,9.6,1744.0,CONSIDER,Value-add opportunity with good potential
1156,179900.0,69.2,0,30,9.6,1439.2,CONSIDER,Value-add opportunity with good potential
1157,230000.0,66.2,0,30,9.6,1840.0,CONSIDER,Value-add opportunity with good potential
1158,235128.0,66.2,0,30,9.6,1881.0240000000001,CONSIDER,Value-add opportunity with good potential
1159,185000.0,55.2,0,0,9.6,1480.0,HOLD,Monitor for better entry point
1160,146000.0,49.7,15,0,9.6,1168.0,AVOID,High risk or poor return potential
1161,224000.0,74.2,0,45,9.6,1792.0,BUY,Solid investment with good risk-adjusted returns
1162,129000.0,58.2,0,10,9.6,1032.0,HOLD,Monitor for better entry point
1163,108959.0,57.2,0,10,9.6,871.672,HOLD,Monitor for better entry point
1164,194000.0,64.2,0,20,9.6,1552.0,CONSIDER,Value-add opportunity with good potential
1165,233170.0,66.2,0,30,9.6,1865.3600000000001,CONSIDER,Value-add opportunity with good potential
1166,245350.0,66.2,0,30,9.6,1962.8,CONSIDER,Value-add opportunity with good potential
1167,173000.0,54.2,0,0,9.6,1384.0,HOLD,Monitor for better entry point
1168,235000.0,59.2,30,30,9.6,1880.0,HOLD,Monitor for better entry point
1169,625000.0,60.2,0,15,9.6,5000.0,CONSIDER,Value-add opportunity with good potential
1170,171000.0,55.2,0,0,9.6,1368.0,HOLD,Monitor for better entry point
1171,163000.0,59.2,0,10,9.6,1304.0,HOLD,Monitor for better entry point
1172,171900.0,61.7,15,30,9.6,1375.2,CONSIDER,Value-add opportunity with good potential
1173,200500.0,59.2,0,10,9.6,1604.0,HOLD,Monitor for better entry point
1174,239000.0,60.2,30,30,9.6,1912.0,CONSIDER,Value-add opportunity with good potential
1175,285000.0,54.2,0,0,9.6,2280.0,HOLD,Monitor for better entry point
1176,119500.0,60.2,0,15,9.6,956.0,CONSIDER,Value-add opportunity with good potential
1177,115000.0,55.7,45,30,9.6,920.0,HOLD,Monitor for better entry point
1178,154900.0,50.2,30,10,9.600000000000001,1239.2,HOLD,Monitor for better entry point
1179,93000.0,58.2,0,10,9.6,744.0,HOLD,Monitor for better entry point
1180,250000.0,54.2,0,0,9.6,2000.0,HOLD,Monitor for better entry point
1181,392500.0,66.2,0,30,9.6,3140.0,CONSIDER,Value-add opportunity with good potential
1182,745000.0,54.2,0,0,9.6,5960.0,HOLD,Monitor for better entry point
1183,120000.0,50.2,30,10,9.6,960.0,HOLD,Monitor for better entry point
1184,186700.0,57.2,0,10,9.6,1493.6000000000001,HOLD,Monitor for better entry point
1185,104900.0,59.2,30,30,9.600000000000001,839.2,HOLD,Monitor for better entry point
1186,95000.0,49.2,30,10,9.6,760.0,AVOID,High risk or poor return potential
1187,262000.0,54.2,0,0,9.6,2096.0,HOLD,Monitor for better entry point
1188,195000.0,66.2,0,30,9.6,1560.0,CONSIDER,Value-add opportunity with good potential
1189,189000.0,54.2,0,0,9.6,1512.0,HOLD,Monitor for better entry point
1190,168000.0,57.2,0,10,9.6,1344.0,HOLD,Monitor for better entry point
1191,174000.0,49.7,15,0,9.6,1392.0,AVOID,High risk or poor return potential
1192,125000.0,60.2,30,30,9.6,1000.0,CONSIDER,Value-add opportunity with good potential
1193,165000.0,49.7,15,0,9.6,1320.0,AVOID,High risk or poor return potential
1194,158000.0,68.2,0,30,9.6,1264.0,CONSIDER,Value-add opportunity with good potential
1195,176000.0,66.2,0,30,9.6,1408.0,CONSIDER,Value-add opportunity with good potential
1196,219210.0,66.2,0,30,9.6,1753.68,CONSIDER,Value-add opportunity with good potential
1197,144000.0,50.2,30,10,9.6,1152.0,HOLD,Monitor for better entry point
1198,178000.0,66.2,0,30,9.6,1424.0,CONSIDER,Value-add opportunity with good potential
1199,148000.0,58.2,0,10,9.6,1184.0,HOLD,Monitor for better entry point
1200,116050.0,54.2,0,0,9.6,928.4,HOLD,Monitor for better entry point
1201,197900.0,54.2,0,0,9.6,1583.2,HOLD,Monitor for better entry point
1202,117000.0,60.2,30,30,9.6,936.0,CONSIDER,Value-add opportunity with good potential
1203,213000.0,54.2,0,0,9.6,1704.0,HOLD,Monitor for better entry point
1204,153500.0,55.2,0,0,9.6,1228.0,HOLD,Monitor for better entry point
1205,271900.0,70.2,0,35,9.6,2175.2,BUY,Solid investment with good risk-adjusted returns
1206,107000.0,57.2,0,10,9.6,856.0,HOLD,Monitor for better entry point
1207,200000.0,66.2,0,30,9.6,1600.0,CONSIDER,Value-add opportunity with good potential
1208,140000.0,68.2,0,30,9.6,1120.0,CONSIDER,Value-add opportunity with good potential
1209,290000.0,72.2,0,45,9.6,2320.0,BUY,Solid investment with good risk-adjusted returns
1210,189000.0,54.2,0,0,9.6,1512.0,HOLD,Monitor for better entry point
1211,164000.0,64.2,0,20,9.6,1312.0,CONSIDER,Value-add opportunity with good potential
1212,113000.0,59.2,0,10,9.6,904.0,HOLD,Monitor for better entry point
1213,145000.0,76.2,0,45,9.6,1160.0,BUY,Solid investment with good risk-adjusted returns
1214,134500.0,58.2,0,10,9.6,1076.0,HOLD,Monitor for better entry point
1215,125000.0,58.2,0,10,9.6,1000.0,HOLD,Monitor for better entry point
1216,112000.0,54.2,0,0,9.6,896.0,HOLD,Monitor for better entry point
1217,229456.0,66.2,0,30,9.6,1835.6480000000001,CONSIDER,Value-add opportunity with good potential
1218,80500.0,58.2,0,10,9.6,644.0,HOLD,Monitor for better entry point
1219,91500.0,49.7,15,0,9.6,732.0,AVOID,High risk or poor return potential
1220,115000.0,58.2,0,10,9.6,920.0,HOLD,Monitor for better entry point
1221,134000.0,58.2,0,10,9.6,1072.0,HOLD,Monitor for better entry point
1222,143000.0,59.2,0,10,9.6,1144.0,HOLD,Monitor for better entry point
1223,137900.0,48.7,25,10,9.600000000000001,1103.2,AVOID,High risk or poor return potential
1224,184000.0,66.2,0,30,9.6,1472.0,CONSIDER,Value-add opportunity with good potential
1225,145000.0,69.2,0,30,9.6,1160.0,CONSIDER,Value-add opportunity with good potential
1226,214000.0,72.2,0,45,9.6,1712.0,BUY,Solid investment with good risk-adjusted returns
1227,147000.0,69.2,0,30,9.6,1176.0,CONSIDER,Value-add opportunity with good potential
1228,367294.0,66.2,0,30,9.6,2938.352,CONSIDER,Value-add opportunity with good potential
1229,127000.0,58.2,0,10,9.6,1016.0,HOLD,Monitor for better entry point
1230,190000.0,54.2,0,0,9.6,1520.0,HOLD,Monitor for better entry point
1231,132500.0,59.2,0,10,9.6,1060.0,HOLD,Monitor for better entry point
1232,101800.0,58.2,0,10,9.6,814.4,HOLD,Monitor for better entry point
1233,142000.0,58.2,0,10,9.6,1136.0,HOLD,Monitor for better entry point
1234,130000.0,50.2,30,10,9.6,1040.0,HOLD,Monitor for better entry point
1235,138887.0,49.2,30,10,9.6,1111.096,AVOID,High risk or poor return potential
1236,175500.0,61.7,15,30,9.6,1404.0,CONSIDER,Value-add opportunity with good potential
1237,195000.0,66.2,0,30,9.6,1560.0,CONSIDER,Value-add opportunity with good potential
1238,142500.0,66.2,0,30,9.6,1140.0,CONSIDER,Value-add opportunity with good potential
1239,265900.0,66.2,0,30,9.6,2127.2,CONSIDER,Value-add opportunity with good potential
1240,224900.0,66.2,0,30,9.6,1799.2,CONSIDER,Value-add opportunity with good potential
1241,248328.0,67.2,0,30,9.6,1986.624,CONSIDER,Value-add opportunity with good potential
1242,170000.0,55.2,0,0,9.6,1360.0,HOLD,Monitor for better entry point
1243,465000.0,66.2,0,30,9.6,3720.0,CONSIDER,Value-add opportunity with good potential
1244,230000.0,59.2,30,30,9.6,1840.0,HOLD,Monitor for better entry point
1245,178000.0,64.2,0,20,9.6,1424.0,CONSIDER,Value-add opportunity with good potential
1246,186500.0,66.2,0,30,9.6,1492.0,CONSIDER,Value-add opportunity with good potential
1247,169900.0,54.2,0,0,9.6,1359.2,HOLD,Monitor for better entry point
1248,129500.0,49.2,30,10,9.6,1036.0,AVOID,High risk or poor return potential
1249,119000.0,68.2,0,30,9.6,952.0,CONSIDER,Value-add opportunity with good potential
1250,244000.0,58.2,0,10,9.6,1952.0,HOLD,Monitor for better entry point
1251,171750.0,61.7,15,30,9.6,1374.0,CONSIDER,Value-add opportunity with good potential
1252,130000.0,59.2,0,10,9.6,1040.0,HOLD,Monitor for better entry point
1253,294000.0,64.2,0,20,9.6,2352.0,CONSIDER,Value-add opportunity with good potential
1254,165400.0,66.2,0,30,9.6,1323.2,CONSIDER,Value-add opportunity with good potential
1255,127500.0,50.2,30,10,9.6,1020.0,HOLD,Monitor for better entry point
1256,301500.0,54.2,0,0,9.6,2412.0,HOLD,Monitor for better entry point
1257,99900.0,55.7,45,30,9.600000000000001,799.2,HOLD,Monitor for better entry point
1258,190000.0,66.2,0,30,9.6,1520.0,CONSIDER,Value-add opportunity with good potential
1259,151000.0,69.2,0,30,9.6,1208.0,CONSIDER,Value-add opportunity with good potential
1260,181000.0,60.2,0,15,9.6,1448.0,CONSIDER,Value-add opportunity with good potential
1261,128900.0,59.2,0,10,9.600000000000001,1031.2,HOLD,Monitor for better entry point
1262,161500.0,58.2,0,10,9.6,1292.0,HOLD,Monitor for better entry point
1263,180500.0,50.2,30,10,9.6,1444.0,HOLD,Monitor for better entry point
1264,181000.0,49.7,15,0,9.6,1448.0,AVOID,High risk or poor return potential
1265,183900.0,49.7,15,0,9.6,1471.2,AVOID,High risk or poor return potential
1266,122000.0,48.2,30,10,9.6,976.0,AVOID,High risk or poor return potential
1267,378500.0,66.2,0,30,9.6,3028.0,CONSIDER,Value-add opportunity with good potential
1268,381000.0,61.2,30,30,9.6,3048.0,CONSIDER,Value-add opportunity with good potential
1269,144000.0,58.2,0,10,9.6,1152.0,HOLD,Monitor for better entry point
1270,260000.0,55.2,0,0,9.6,2080.0,HOLD,Monitor for better entry point
1271,185750.0,68.2,0,30,9.6,1486.0,CONSIDER,Value-add opportunity with good potential
1272,137000.0,65.2,0,25,9.6,1096.0,CONSIDER,Value-add opportunity with good potential
1273,177000.0,68.2,0,30,9.6,1416.0,CONSIDER,Value-add opportunity with good potential
1274,139000.0,50.2,30,10,9.6,1112.0,HOLD,Monitor for better entry point
1275,137000.0,58.2,0,10,9.6,1096.0,HOLD,Monitor for better entry point
1276,162000.0,61.2,0,15,9.6,1296.0,CONSIDER,Value-add opportunity with good potential
1277,197900.0,64.2,0,25,9.6,1583.2,CONSIDER,Value-add opportunity with good potential
1278,237000.0,66.2,0,30,9.6,1896.0,CONSIDER,Value-add opportunity with good potential
1279,68400.0,42.2,50,10,9.6,547.2,AVOID,High risk or poor return potential
1280,227000.0,66.2,0,30,9.6,1816.0,CONSIDER,Value-add opportunity with good potential
1281,180000.0,60.2,0,15,9.6,1440.0,CONSIDER,Value-add opportunity with good potential
1282,150500.0,64.2,0,20,9.6,1204.0,CONSIDER,Value-add opportunity with good potential
1283,139000.0,54.2,0,0,9.6,1112.0,HOLD,Monitor for better entry point
1284,169000.0,59.2,30,30,9.6,1352.0,HOLD,Monitor for better entry point
1285,132500.0,50.2,30,10,9.6,1060.0,HOLD,Monitor for better entry point
1286,143000.0,58.2,0,10,9.6,1144.0,HOLD,Monitor for better entry point
1287,190000.0,58.2,0,10,9.6,1520.0,HOLD,Monitor for better entry point
1288,278000.0,54.2,0,0,9.6,2224.0,HOLD,Monitor for better entry point
1289,281000.0,66.2,0,30,9.6,2248.0,CONSIDER,Value-add opportunity with good potential
1290,180500.0,68.2,0,30,9.6,1444.0,CONSIDER,Value-add opportunity with good potential
1291,119500.0,59.7,15,20,9.6,956.0,HOLD,Monitor for better entry point
1292,107500.0,48.2,30,10,9.6,860.0,AVOID,High risk or poor return potential
1293,162900.0,54.2,0,0,9.6,1303.2,HOLD,Monitor for better entry point
1294,115000.0,68.2,0,30,9.6,920.0,CONSIDER,Value-add opportunity with good potential
1295,138500.0,58.2,0,10,9.6,1108.0,HOLD,Monitor for better entry point
1296,155000.0,59.2,0,10,9.6,1240.0,HOLD,Monitor for better entry point
1297,140000.0,61.7,15,30,9.6,1120.0,CONSIDER,Value-add opportunity with good potential
1298,160000.0,66.2,0,30,9.6,1280.0,CONSIDER,Value-add opportunity with good potential
1299,154000.0,68.2,0,30,9.6,1232.0,CONSIDER,Value-add opportunity with good potential
1300,225000.0,60.2,0,15,9.6,1800.0,CONSIDER,Value-add opportunity with good potential
1301,177500.0,68.2,0,30,9.6,1420.0,CONSIDER,Value-add opportunity with good potential
1302,290000.0,54.2,0,0,9.6,2320.0,HOLD,Monitor for better entry point
1303,232000.0,66.2,0,30,9.6,1856.0,CONSIDER,Value-add opportunity with good potential
1304,130000.0,61.7,15,30,9.6,1040.0,CONSIDER,Value-add opportunity with good potential
1305,325000.0,66.2,0,30,9.6,2600.0,CONSIDER,Value-add opportunity with good potential
1306,202500.0,66.2,0,30,9.6,1620.0,CONSIDER,Value-add opportunity with good potential
1307,138000.0,54.2,0,0,9.6,1104.0,HOLD,Monitor for better entry point
1308,147000.0,68.2,0,30,9.6,1176.0,CONSIDER,Value-add opportunity with good potential
1309,179200.0,54.2,0,0,9.6,1433.6000000000001,HOLD,Monitor for better entry point
1310,335000.0,69.2,0,30,9.6,2680.0,CONSIDER,Value-add opportunity with good potential
1311,203000.0,66.2,0,30,9.6,1624.0,CONSIDER,Value-add opportunity with good potential
1312,302000.0,54.2,0,0,9.6,2416.0,HOLD,Monitor for better entry point
1313,333168.0,54.2,0,0,9.6,2665.344,HOLD,Monitor for better entry point
1314,119000.0,59.2,0,10,9.6,952.0,HOLD,Monitor for better entry point
1315,206900.0,58.2,0,10,9.6,1655.2,HOLD,Monitor for better entry point
1316,295493.0,66.2,0,30,9.6,2363.944,CONSIDER,Value-add opportunity with good potential
1317,208900.0,61.7,15,30,9.6,1671.2,CONSIDER,Value-add opportunity with good potential
1318,275000.0,72.2,0,45,9.6,2200.0,BUY,Solid investment with good risk-adjusted returns
1319,111000.0,58.2,0,10,9.6,888.0,HOLD,Monitor for better entry point
1320,156500.0,48.7,25,10,9.6,1252.0,AVOID,High risk or poor return potential
1321,72500.0,59.2,0,10,9.6,580.0,HOLD,Monitor for better entry point
1322,190000.0,54.2,0,0,9.6,1520.0,HOLD,Monitor for better entry point
1323,82500.0,68.2,0,30,9.6,660.0,CONSIDER,Value-add opportunity with good potential
1324,147000.0,66.2,0,30,9.6,1176.0,CONSIDER,Value-add opportunity with good potential
1325,55000.0,43.7,45,10,9.6,440.0,AVOID,High risk or poor return potential
1326,79000.0,45.7,45,10,9.6,632.0,AVOID,High risk or poor return potential
1327,130500.0,66.2,0,20,9.6,1044.0,CONSIDER,Value-add opportunity with good potential
1328,256000.0,59.2,30,30,9.6,2048.0,HOLD,Monitor for better entry point
1329,176500.0,54.2,0,0,9.6,1412.0,HOLD,Monitor for better entry point
1330,227000.0,66.2,0,30,9.6,1816.0,CONSIDER,Value-add opportunity with good potential
1331,132500.0,54.2,0,0,9.6,1060.0,HOLD,Monitor for better entry point
1332,100000.0,50.2,30,10,9.6,800.0,HOLD,Monitor for better entry point
1333,125500.0,50.2,30,10,9.6,1004.0,HOLD,Monitor for better entry point
1334,125000.0,50.7,15,0,9.6,1000.0,HOLD,Monitor for better entry point
1335,167900.0,54.2,0,0,9.6,1343.2,HOLD,Monitor for better entry point
