MSSubClass,MSZoning,LotArea,LotConfig,BldgType,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,BsmtFinSF2,TotalBsmtSF,SalePrice,TotalBsmtSF_bin,YearBuilt_bin,YearRemodAdd_bin,LotArea_bin,BsmtFinSF2_bin,Decade,PropertyAge,AgeGroup,LogSalePrice,IsRenovated,IsCulDeSac
160,RM,1974,Inside,TwnhsE,5,1973,1973,CemntBd,0.0,546.0,83500.0,Very Low,Medium,Low,Very Low,Very Low,1970,47,Established (20-50),11.332613886815139,0,0
60,FV,10574,Inside,1Fam,5,2005,2006,VinylSd,0.0,1082.0,252000.0,Medium,Very High,Very High,High,Very Low,2000,15,Recent (10-20),12.437188334739655,1,0
160,RM,2522,Inside,Twnhs,5,2004,2004,VinylSd,0.0,970.0,137500.0,Medium,Very High,High,Very Low,Very Low,2000,16,Recent (10-20),11.83138646878959,0,0
120,FV,3316,Inside,TwnhsE,5,2005,2005,MetalSd,0.0,1247.0,197000.0,High,Very High,High,Very Low,Very Low,2000,15,Recent (10-20),12.190964083849375,0,0
90,RL,8544,Corner,Duplex,4,1950,1950,BrkFace,0.0,0.0,92900.0,Very Low,Low,Very Low,Low,Very Low,1950,70,Mature (50-100),11.439289689006644,0,0
160,FV,2160,Inside,Twnhs,5,1999,2000,MetalSd,0.0,600.0,160000.0,Very Low,High,High,Very Low,Very Low,1990,21,Established (20-50),11.982935344196433,1,0
50,RL,8400,Inside,1Fam,5,1925,1950,MetalSd,0.0,1181.0,136500.0,High,Very Low,Very Low,Low,Very Low,1920,95,Mature (50-100),11.824087219587643,1,0
20,RL,9230,Corner,1Fam,8,1965,1998,MetalSd,0.0,864.0,146000.0,Low,Low,Medium,Medium,Very Low,1960,55,Mature (50-100),11.891368749982085,1,0
20,RL,5868,Inside,1Fam,7,1956,2000,MetalSd,240.0,936.0,129000.0,Medium,Low,High,Very Low,Very Low,1950,64,Mature (50-100),11.767575435251748,1,0
20,RL,9317,Inside,1Fam,5,2006,2006,VinylSd,0.0,1314.0,176432.0,High,Very High,Very High,Medium,Very Low,2000,14,Recent (10-20),12.080696479888447,0,0
70,RM,6882,Inside,1Fam,7,1914,2006,Wd Sdng,0.0,684.0,127000.0,Very Low,Very Low,Very High,Very Low,Very Low,1910,106,Historic (100+),11.751950239425476,1,0
120,RL,3696,Inside,TwnhsE,5,1986,1986,HdBoard,0.0,1074.0,170000.0,Medium,High,Medium,Very Low,Very Low,1980,34,Established (20-50),12.04355959836804,0,0
50,RM,6000,Inside,1Fam,6,1936,1950,MetalSd,0.0,672.0,128000.0,Very Low,Very Low,Very Low,Very Low,Very Low,1930,84,Mature (50-100),11.759793355371237,1,0
20,RL,11880,Inside,1Fam,5,1978,1978,Plywood,0.0,1271.0,157000.0,High,Medium,Low,High,Very Low,1970,42,Established (20-50),11.964007453736912,0,0
30,RL,8400,Inside,1Fam,5,1920,1950,Wd Sdng,0.0,290.0,60000.0,Very Low,Very Low,Very Low,Low,Very Low,1920,100,Mature (50-100),11.002116507732017,1,0
20,RL,9758,Inside,1Fam,5,1971,1971,HdBoard,287.0,950.0,119500.0,Medium,Medium,Low,Medium,Very Low,1970,49,Established (20-50),11.691080018519527,0,0
20,RL,7000,Inside,1Fam,7,1960,2002,Wd Sdng,0.0,1010.0,135000.0,Medium,Low,High,Very Low,Very Low,1960,60,Mature (50-100),11.813037464800539,1,0
20,RL,8910,Corner,1Fam,6,1959,1959,BrkFace,0.0,655.0,159500.0,Very Low,Low,Very Low,Medium,Very Low,1950,61,Mature (50-100),11.979805470779858,0,0
160,RM,2016,Inside,TwnhsE,5,1970,1970,HdBoard,0.0,630.0,106000.0,Very Low,Medium,Low,Very Low,Very Low,1970,50,Established (20-50),11.571203807011969,0,0
60,RL,12256,Corner,1Fam,5,1994,1995,HdBoard,0.0,1463.0,325000.0,Very High,High,Medium,Very High,Very Low,1990,26,Established (20-50),12.691583538230217,1,0
20,RL,10357,Corner,1Fam,5,1990,1991,HdBoard,0.0,910.0,179900.0,Low,High,Medium,High,Very Low,1990,30,Established (20-50),12.100161978566867,1,0
60,RL,23257,CulDSac,1Fam,5,2006,2006,VinylSd,0.0,868.0,274725.0,Low,Very High,Very High,Very High,Very Low,2000,14,Recent (10-20),12.52352951631214,0,1
60,RL,8063,Inside,1Fam,5,2000,2000,VinylSd,0.0,924.0,181000.0,Medium,High,High,Low,Very Low,2000,20,Recent (10-20),12.10625783509458,0,0
20,RL,11362,Inside,1Fam,5,2004,2005,MetalSd,0.0,1836.0,280000.0,Very High,Very High,High,High,Very Low,2000,16,Recent (10-20),12.54254845357358,1,0
60,RL,8000,Inside,1Fam,5,1995,1996,HdBoard,0.0,773.0,188000.0,Low,High,Medium,Low,Very Low,1990,25,Established (20-50),12.144202560946876,1,0
60,RL,10480,Inside,1Fam,6,1976,1976,Plywood,0.0,803.0,205000.0,Low,Medium,Low,High,Very Low,1970,44,Established (20-50),12.230770136157428,0,0
20,RL,7100,Corner,1Fam,7,1957,1957,WdShing,0.0,816.0,129900.0,Low,Low,Very Low,Low,Very Low,1950,63,Mature (50-100),11.774527900858468,0,0
20,RL,8923,Inside,1Fam,7,1953,2006,Wd Sdng,0.0,1008.0,134500.0,Medium,Low,Very High,Medium,Very Low,1950,67,Mature (50-100),11.80932691294063,1,0
20,RL,5400,Inside,1Fam,7,1954,2000,MetalSd,0.0,833.0,117000.0,Low,Low,High,Very Low,Very Low,1950,66,Mature (50-100),11.669937760751914,1,0
20,RL,12085,Inside,1Fam,5,2007,2007,VinylSd,0.0,1734.0,318000.0,Very High,Very High,Very High,High,Very Low,2000,13,Recent (10-20),12.669809806411457,0,0
80,RL,7750,Inside,1Fam,5,2002,2002,VinylSd,0.0,408.0,184100.0,Very Low,High,High,Low,Very Low,2000,18,Recent (10-20),12.123239799036943,0,0
20,RL,9764,FR2,1Fam,7,1967,2003,VinylSd,0.0,894.0,130000.0,Low,Medium,High,Medium,Very Low,1960,53,Mature (50-100),11.775297421715827,1,0
80,RL,13825,Inside,1Fam,6,1958,1987,MetalSd,0.0,533.0,140000.0,Very Low,Low,Medium,Very High,Very Low,1950,62,Mature (50-100),11.849404844423074,1,0
20,RL,7560,Inside,1Fam,5,1959,1959,BrkFace,0.0,1040.0,133700.0,Medium,Low,Very Low,Low,Very Low,1950,61,Mature (50-100),11.803361242493628,0,0
30,RM,8263,Inside,1Fam,5,1920,1950,BrkFace,0.0,1012.0,118400.0,Medium,Very Low,Very Low,Low,Very Low,1920,100,Mature (50-100),11.681832447342321,1,0
20,RL,10084,Inside,1Fam,5,2005,2006,VinylSd,0.0,1552.0,212900.0,Very High,Very High,Very High,Medium,Very Low,2000,15,Recent (10-20),12.268582547911404,1,0
20,RL,8926,Corner,1Fam,3,1956,1956,AsbShng,0.0,672.0,112000.0,Very Low,Low,Very Low,Medium,Very Low,1950,64,Mature (50-100),11.626263078808801,0,0
20,RL,9405,Inside,1Fam,9,1947,2008,VinylSd,0.0,698.0,118000.0,Very Low,Very Low,Very High,Medium,Very Low,1940,73,Mature (50-100),11.678448377988165,1,0
80,RL,9125,Inside,1Fam,5,1992,1992,HdBoard,0.0,384.0,163900.0,Very Low,High,Medium,Medium,Very Low,1990,28,Established (20-50),12.007017865994577,0,0
20,RL,10434,Inside,1Fam,5,1955,1955,Plywood,0.0,1005.0,115000.0,Medium,Low,Very Low,High,Very Low,1950,65,Mature (50-100),11.652696102959753,0,0
120,RL,3684,Inside,TwnhsE,5,2007,2007,VinylSd,0.0,1373.0,174000.0,High,Very High,Very High,Very Low,Very Low,2000,13,Recent (10-20),12.066816325306588,0,0
20,RL,14572,Corner,1Fam,5,2004,2004,VinylSd,0.0,1530.0,259000.0,Very High,Very High,High,Very High,Very Low,2000,16,Recent (10-20),12.464587201678082,0,0
60,RL,11796,Inside,1Fam,5,2004,2005,VinylSd,0.0,847.0,215000.0,Low,Very High,High,High,Very Low,2000,16,Recent (10-20),12.278397958261774,1,0
90,RM,7200,Inside,Duplex,5,1980,1980,MetalSd,0.0,936.0,140000.0,Medium,Medium,Low,Low,Very Low,1980,40,Established (20-50),11.849404844423074,0,0
50,RL,7804,Inside,1Fam,3,1928,1950,WdShing,0.0,1122.0,135000.0,High,Very Low,Very Low,Low,Very Low,1920,92,Mature (50-100),11.813037464800539,1,0
20,RL,10712,Inside,1Fam,5,1991,1992,HdBoard,0.0,974.0,93500.0,Medium,High,Medium,High,Very Low,1990,29,Established (20-50),11.445727410406752,1,0
70,RM,9900,Inside,1Fam,4,1880,1950,Wd Sdng,0.0,1008.0,117500.0,Medium,Very Low,Very Low,Medium,Very Low,1880,140,Historic (100+),11.674202123168433,1,0
60,RL,9828,Inside,1Fam,5,1995,1995,VinylSd,0.0,1128.0,239500.0,High,High,Medium,Medium,Very Low,1990,25,Established (20-50),12.386312871189734,0,0
60,RL,8773,Inside,1Fam,5,1997,1997,VinylSd,0.0,916.0,169000.0,Medium,High,Medium,Low,Very Low,1990,23,Established (20-50),12.037659911047468,0,0
30,RM,6180,Corner,1Fam,5,1926,1950,Wd Sdng,0.0,960.0,102000.0,Medium,Very Low,Very Low,Very Low,Very Low,1920,94,Mature (50-100),11.532737896139919,1,0
50,RL,9600,Inside,1Fam,5,1950,1950,VinylSd,0.0,1032.0,119000.0,Medium,Low,Very Low,Medium,Very Low,1950,70,Mature (50-100),11.686887175419702,0,0
50,RL,6342,Inside,1Fam,8,1875,1996,VinylSd,0.0,780.0,94000.0,Low,Very Low,Medium,Very Low,Very Low,1870,145,Historic (100+),11.451060699493427,1,0
20,RL,9819,Inside,1Fam,5,1977,1977,Plywood,0.0,1567.0,196000.0,Very High,Medium,Low,Medium,Very Low,1970,43,Established (20-50),12.185875040240456,0,0
30,RL,8731,Inside,1Fam,5,1920,1950,Stucco,0.0,915.0,144000.0,Medium,Very Low,Very Low,Low,Very Low,1920,100,Mature (50-100),11.87757552297847,1,0
20,RL,7350,Corner,1Fam,7,1951,1951,HdBoard,0.0,952.0,139000.0,Medium,Low,Very Low,Low,Very Low,1950,69,Mature (50-100),11.842236406331555,0,0
60,RL,10304,CulDSac,1Fam,7,1976,1976,Plywood,0.0,780.0,197500.0,Low,Medium,Low,High,Very Low,1970,44,Established (20-50),12.193498926601634,0,1
60,RL,9965,Inside,1Fam,5,2006,2007,VinylSd,0.0,1466.0,424870.0,Very High,Very High,Very High,Medium,Very Low,2000,14,Recent (10-20),12.959540872420414,1,0
20,RL,9000,Inside,1Fam,3,1959,1959,Wd Sdng,0.0,1006.0,80000.0,Medium,Low,Very Low,Medium,Very Low,1950,61,Mature (50-100),11.289794413577894,0,0
190,RL,12180,Inside,2fmCon,4,1941,1950,MetalSd,0.0,672.0,80000.0,Very Low,Very Low,Very Low,High,Very Low,1940,79,Mature (50-100),11.289794413577894,1,0
50,RM,6240,Inside,1Fam,6,1928,1950,MetalSd,0.0,1042.0,149000.0,Medium,Very Low,Very Low,Very Low,Very Low,1920,92,Mature (50-100),11.91170829631447,1,0
20,RL,11200,Inside,1Fam,5,1985,1985,Wd Sdng,0.0,1298.0,180000.0,High,High,Medium,High,Very Low,1980,35,Established (20-50),12.100717685412471,0,0
70,RL,12000,Inside,1Fam,7,1941,1950,MetalSd,0.0,704.0,174500.0,Very Low,Very Low,Very Low,High,Very Low,1940,79,Mature (50-100),12.069685751267224,1,0
50,RM,5700,Inside,1Fam,7,1926,1950,Wd Sdng,0.0,572.0,116900.0,Very Low,Very Low,Very Low,Very Low,Very Low,1920,94,Mature (50-100),11.669082701743504,1,0
70,RM,9000,Inside,1Fam,9,1920,1988,VinylSd,0.0,650.0,143000.0,Very Low,Very Low,Medium,Medium,Very Low,1920,100,Mature (50-100),11.870606902224587,1,0
20,RL,8280,Inside,1Fam,5,1950,1950,BrkFace,0.0,932.0,124000.0,Medium,Low,Very Low,Low,Very Low,1950,70,Mature (50-100),11.728044909070785,0,0
20,RL,17755,Inside,1Fam,4,1959,1959,HdBoard,0.0,1466.0,149900.0,Very High,Low,Very Low,Very High,Very Low,1950,61,Mature (50-100),11.917730355182513,0,0
20,RL,14115,Inside,1Fam,7,1956,2004,Stone,547.0,1073.0,230000.0,Medium,Low,High,Very High,Very Low,1950,64,Mature (50-100),12.345838935721968,1,0
30,RM,5890,Corner,1Fam,8,1930,2007,Wd Sdng,0.0,816.0,120500.0,Low,Very Low,Very High,Very Low,Very Low,1930,90,Mature (50-100),11.699413330633599,1,0
60,RL,13700,Inside,1Fam,6,1965,1988,VinylSd,0.0,864.0,201800.0,Low,Low,Medium,Very High,Very Low,1960,55,Mature (50-100),12.215037342290755,1,0
20,RL,10768,Corner,1Fam,8,1976,2004,Plywood,0.0,1437.0,218000.0,Very High,Medium,High,High,Very Low,1970,44,Established (20-50),12.292254928916668,1,0
80,RL,9350,Inside,1Fam,8,1965,1999,BrkFace,0.0,1219.0,179900.0,High,Low,High,Medium,Very Low,1960,55,Mature (50-100),12.100161978566867,1,0
120,RL,5001,Inside,Twnhs,5,2007,2008,VinylSd,0.0,1314.0,230000.0,High,Very High,Very High,Very Low,Very Low,2000,13,Recent (10-20),12.345838935721968,1,0
20,RL,11932,FR2,1Fam,5,2007,2008,VinylSd,0.0,1580.0,235128.0,Very High,Very High,Very High,High,Very Low,2000,13,Recent (10-20),12.367889578686164,1,0
60,RL,9120,Inside,1Fam,6,1974,1974,HdBoard,0.0,901.0,185000.0,Low,Medium,Low,Medium,Very Low,1970,46,Established (20-50),12.128116509451258,0,0
160,RL,2280,Inside,Twnhs,5,1978,1978,Plywood,0.0,855.0,146000.0,Low,Medium,Low,Very Low,Very Low,1970,42,Established (20-50),11.891368749982085,0,0
20,RL,14778,CulDSac,1Fam,7,1954,2006,HdBoard,0.0,1296.0,224000.0,High,Low,Very High,Very High,Very Low,1950,66,Mature (50-100),12.319405795112926,1,1
20,RL,8724,Inside,1Fam,5,1968,1968,VinylSd,0.0,894.0,129000.0,Low,Medium,Low,Low,Very Low,1960,52,Mature (50-100),11.767575435251748,0,0
90,RL,12900,Inside,Duplex,4,1969,1969,Plywood,0.0,1198.0,108959.0,High,Medium,Low,Very High,Very Low,1960,51,Mature (50-100),11.59873612138334,0,0
80,RL,16157,FR2,1Fam,7,1978,1978,Plywood,391.0,1360.0,194000.0,High,Medium,Low,Very High,Very Low,1970,42,Established (20-50),12.175618592671356,0,0
20,RL,9541,Inside,1Fam,5,2009,2009,VinylSd,0.0,1502.0,233170.0,Very High,Very High,Very High,Medium,Very Low,2000,11,Recent (10-20),12.359527368950229,0,0
20,RL,10475,Corner,1Fam,5,2008,2008,VinylSd,0.0,1694.0,245350.0,Very High,Very High,Very High,High,Very Low,2000,12,Recent (10-20),12.41044511731981,0,0
60,RL,10852,Inside,1Fam,5,2000,2000,VinylSd,0.0,959.0,173000.0,Medium,High,High,High,Very Low,2000,20,Recent (10-20),12.06105265381003,0,0
70,RL,13728,Corner,1Fam,7,1935,1986,Stucco,0.0,1127.0,235000.0,High,Very Low,Medium,Very High,Very Low,1930,85,Mature (50-100),12.367345048436391,1,0
60,RL,35760,CulDSac,1Fam,5,1995,1996,HdBoard,0.0,1930.0,625000.0,Very High,High,Medium,Very High,Very Low,1990,25,Established (20-50),13.345508528717259,1,1
80,RL,9880,Inside,1Fam,6,1977,1977,Plywood,0.0,1096.0,171000.0,High,Medium,Low,Medium,Very Low,1970,43,Established (20-50),12.049424683420915,0,0
20,RL,9120,Inside,1Fam,6,1958,1958,MetalSd,0.0,1261.0,163000.0,High,Low,Very Low,Medium,Very Low,1950,62,Mature (50-100),12.001511614739405,0,0
160,FV,4017,Inside,TwnhsE,5,2006,2007,MetalSd,0.0,625.0,171900.0,Very Low,Very High,Very High,Very Low,Very Low,2000,14,Recent (10-20),12.05467400868968,1,0
50,RL,18030,Inside,1Fam,6,1946,1994,MetalSd,469.0,1598.0,200500.0,Very High,Very Low,Medium,Very High,Very Low,1940,74,Mature (50-100),12.208574513247495,1,0
70,RL,16560,Inside,1Fam,8,1932,1950,Wd Sdng,0.0,952.0,239000.0,Medium,Very Low,Very Low,Very High,Very Low,1930,88,Mature (50-100),12.384223015005313,1,0
50,RL,10678,Inside,1Fam,5,1992,2000,HdBoard,0.0,1683.0,285000.0,Very High,High,High,High,Very Low,1990,28,Established (20-50),12.560247968016562,1,0
20,RL,6951,CulDSac,1Fam,5,1984,1985,HdBoard,0.0,876.0,119500.0,Low,Medium,Medium,Very Low,Very Low,1980,36,Established (20-50),11.691080018519527,1,1
50,RM,3950,Inside,1Fam,8,1926,2004,MetalSd,0.0,818.0,115000.0,Low,Very Low,High,Very Low,Very Low,1920,94,Mature (50-100),11.652696102959753,1,0
50,RL,7681,FR2,1Fam,6,1921,1950,Wd Sdng,0.0,731.0,154900.0,Very Low,Very Low,Very Low,Low,Very Low,1920,99,Mature (50-100),11.950541482162043,1,0
20,RL,8335,Corner,1Fam,5,1954,1954,Wd Sdng,0.0,0.0,93000.0,Very Low,Low,Very Low,Low,Very Low,1950,66,Mature (50-100),11.440365524765756,0,0
60,RL,11170,Corner,1Fam,5,1990,1991,MetalSd,0.0,1216.0,250000.0,High,High,Medium,High,Very Low,1990,30,Established (20-50),12.429220196836383,1,0
120,RM,5587,Inside,TwnhsE,5,2008,2008,CemntBd,0.0,1600.0,392500.0,Very High,Very High,Very High,Very Low,Very Low,2000,12,Recent (10-20),12.880294363972055,0,0
60,RL,15623,Corner,1Fam,5,1996,1996,Wd Sdng,0.0,2396.0,745000.0,Very High,High,Medium,Very High,Very Low,1990,24,Established (20-50),13.521140839642674,0,0
30,RL,10800,Inside,1Fam,6,1920,1950,Stucco,0.0,1120.0,120000.0,High,Very Low,Very Low,High,Very Low,1920,100,Mature (50-100),11.695255355062795,1,0
20,RL,35133,Inside,1Fam,4,1963,1963,MetalSd,0.0,1572.0,186700.0,Very High,Low,Low,Very High,Very Low,1960,57,Mature (50-100),12.137263685701864,0,0
50,RL,9738,Inside,1Fam,7,1924,1950,AsbShng,0.0,784.0,104900.0,Low,Very Low,Very Low,Medium,Very Low,1920,96,Mature (50-100),11.560772327227417,1,0
190,RL,10615,Corner,2fmCon,5,1900,1970,HdBoard,0.0,978.0,95000.0,Medium,Very Low,Low,High,Very Low,1900,120,Historic (100+),11.461642696843066,1,0
20,RL,12461,Corner,1Fam,5,1994,1995,ImStucc,0.0,1624.0,262000.0,Very High,High,Medium,Very High,Very Low,1990,26,Established (20-50),12.476103599529843,1,0
60,RL,8935,Inside,1Fam,5,2002,2002,VinylSd,0.0,831.0,195000.0,Low,High,High,Medium,Very Low,2000,18,Recent (10-20),12.180759965737863,0,0
60,RL,7500,Inside,1Fam,5,1999,1999,VinylSd,0.0,994.0,189000.0,Medium,High,High,Low,Very Low,1990,21,Established (20-50),12.149507585033072,0,0
190,RL,32463,Inside,2fmCon,4,1961,1975,MetalSd,0.0,1249.0,168000.0,High,Low,Low,Very High,Very Low,1960,59,Mature (50-100),12.031725210748633,1,0
160,FV,2645,Inside,Twnhs,5,1999,2000,MetalSd,0.0,776.0,174000.0,Low,High,High,Very Low,Very Low,1990,21,Established (20-50),12.066816325306588,1,0
50,RM,9600,Inside,1Fam,8,1925,1994,VinylSd,0.0,702.0,125000.0,Very Low,Very Low,Medium,Medium,Very Low,1920,95,Mature (50-100),11.736077016252437,1,0
120,RM,4500,FR2,TwnhsE,5,1999,1999,VinylSd,0.0,1224.0,165000.0,High,High,High,Very Low,Very Low,1990,21,Established (20-50),12.013706813470414,0,0
60,RL,9364,Corner,1Fam,7,1969,1969,HdBoard,0.0,663.0,158000.0,Very Low,Medium,Low,Medium,Very Low,1960,51,Mature (50-100),11.970356641102999,0,0
60,RL,8029,Inside,1Fam,5,2005,2005,VinylSd,0.0,728.0,176000.0,Very Low,Very High,High,Low,Very Low,2000,15,Recent (10-20),12.07824495582233,0,0
60,RL,14054,Inside,1Fam,5,2006,2006,VinylSd,0.0,879.0,219210.0,Low,Very High,Very High,Very High,Very Low,2000,14,Recent (10-20),12.29779001527865,0,0
75,RM,8850,Corner,1Fam,6,1916,1950,MetalSd,0.0,815.0,144000.0,Low,Very Low,Very Low,Medium,Very Low,1910,104,Historic (100+),11.87757552297847,1,0
20,RL,9100,Inside,1Fam,5,2001,2001,VinylSd,0.0,1212.0,178000.0,High,High,High,Medium,Very Low,2000,19,Recent (10-20),12.08954444723597,0,0
20,RL,11235,Inside,1Fam,5,1963,1979,HdBoard,0.0,1051.0,148000.0,Medium,Low,Low,High,Very Low,1960,57,Mature (50-100),11.904974309480183,1,0
20,RL,9353,Inside,1Fam,5,1970,1970,MetalSd,0.0,864.0,116050.0,Low,Medium,Low,Medium,Very Low,1970,50,Established (20-50),11.6617850286409,0,0
60,RL,10400,Corner,1Fam,5,1998,1998,VinylSd,0.0,866.0,197900.0,Low,High,Medium,High,Very Low,1990,22,Established (20-50),12.19552218463499,0,0
50,RM,6000,Corner,1Fam,8,1925,1997,Wd Sdng,0.0,884.0,117000.0,Low,Very Low,Medium,Very Low,Very Low,1920,95,Mature (50-100),11.669937760751914,1,0
20,RL,9750,Inside,1Fam,5,2000,2001,VinylSd,0.0,1630.0,213000.0,Very High,High,High,Medium,Very Low,2000,20,Recent (10-20),12.269052139516223,1,0
20,RL,10140,Inside,1Fam,6,1975,1975,HdBoard,0.0,1056.0,153500.0,Medium,Medium,Low,Medium,Very Low,1970,45,Established (20-50),11.941462360646149,0,0
20,RL,14684,CulDSac,1Fam,7,1990,1991,HdBoard,177.0,2158.0,271900.0,Very High,High,Medium,Very High,Very Low,1990,30,Established (20-50),12.513193308436527,1,1
20,RH,8900,Inside,1Fam,4,1966,1966,HdBoard,0.0,1056.0,107000.0,Medium,Medium,Low,Medium,Very Low,1960,54,Mature (50-100),11.580593459194764,0,0
20,RL,9135,Inside,1Fam,5,2003,2003,VinylSd,0.0,1682.0,200000.0,Very High,High,High,Medium,Very Low,2000,17,Recent (10-20),12.206077645517674,0,0
20,RL,7763,Inside,1Fam,7,1962,1980,MetalSd,108.0,931.0,140000.0,Medium,Low,Low,Low,Very Low,1960,58,Mature (50-100),11.849404844423074,1,0
20,RL,10182,CulDSac,1Fam,5,2006,2006,VinylSd,0.0,1660.0,290000.0,Very High,Very High,Very High,Medium,Very Low,2000,14,Recent (10-20),12.577639650232573,0,1
60,RL,11218,Inside,1Fam,5,1992,1992,Wd Sdng,0.0,1055.0,189000.0,Medium,High,Medium,High,Very Low,1990,28,Established (20-50),12.149507585033072,0,0
50,RL,12134,Inside,1Fam,7,1988,2005,Wd Sdng,0.0,559.0,164000.0,Very Low,High,High,High,Very Low,1980,32,Established (20-50),12.00762780434872,1,0
30,RL,9340,Inside,1Fam,6,1941,1950,MetalSd,0.0,672.0,113000.0,Very Low,Very Low,Very Low,Medium,Very Low,1940,79,Mature (50-100),11.635151947212842,1,0
80,RL,10246,CulDSac,1Fam,9,1965,2001,VinylSd,0.0,648.0,145000.0,Very Low,Low,High,High,Very Low,1960,55,Mature (50-100),11.884495917930655,1,1
85,RL,10205,Inside,1Fam,5,1962,1962,MetalSd,0.0,925.0,134500.0,Medium,Low,Low,High,Very Low,1960,58,Mature (50-100),11.80932691294063,0,0
20,RL,7094,Inside,1Fam,5,1966,1966,VinylSd,374.0,894.0,125000.0,Low,Medium,Low,Low,Very Low,1960,54,Mature (50-100),11.736077016252437,0,0
90,RM,8930,Inside,Duplex,5,1978,1978,VinylSd,0.0,0.0,112000.0,Very Low,Medium,Low,Medium,Very Low,1970,42,Established (20-50),11.626263078808801,0,0
20,FV,8640,Inside,1Fam,5,2009,2009,CemntBd,0.0,1300.0,229456.0,High,Very High,Very High,Low,Very Low,2000,11,Recent (10-20),12.343470927093518,0,0
50,RM,6240,Inside,1Fam,5,1947,1950,AsbShng,0.0,0.0,80500.0,Very Low,Very Low,Very Low,Very Low,Very Low,1940,73,Mature (50-100),11.296024885689746,1,0
160,RM,1680,Inside,Twnhs,5,1971,1971,CemntBd,0.0,672.0,91500.0,Very Low,Medium,Low,Very Low,Very Low,1970,49,Established (20-50),11.424105180165641,0,0
20,RL,7800,Inside,1Fam,5,1964,1964,Wd Sdng,600.0,912.0,115000.0,Medium,Low,Low,Low,Very Low,1960,56,Mature (50-100),11.652696102959753,0,0
20,RL,8250,Inside,1Fam,5,1968,1968,HdBoard,492.0,952.0,134000.0,Medium,Medium,Low,Low,Very Low,1960,52,Mature (50-100),11.80560254159177,0,0
50,RL,10496,Inside,1Fam,6,1949,1950,Wd Sdng,0.0,1040.0,143000.0,Medium,Low,Very Low,High,Very Low,1940,71,Mature (50-100),11.870606902224587,1,0
20,RL,10680,Inside,1Fam,3,1951,1951,Wd Sdng,0.0,2136.0,137900.0,Very High,Low,Very Low,High,Very Low,1950,69,Mature (50-100),11.834291315386718,0,0
60,RL,15384,Inside,1Fam,5,2004,2005,VinylSd,0.0,788.0,184000.0,Low,Very High,High,Very High,Very Low,2000,16,Recent (10-20),12.122696471358964,1,0
80,RL,10482,Inside,1Fam,8,1958,1958,VinylSd,0.0,588.0,145000.0,Very Low,Low,Very Low,High,Very Low,1950,62,Mature (50-100),11.884495917930655,0,0
60,RL,14598,CulDSac,1Fam,5,2007,2007,VinylSd,0.0,894.0,214000.0,Low,Very High,Very High,Very High,Very Low,2000,13,Recent (10-20),12.273735966890268,0,1
20,RL,8872,Corner,1Fam,8,1965,2008,VinylSd,0.0,912.0,147000.0,Medium,Low,Very High,Medium,Very Low,1960,55,Mature (50-100),11.898194668458823,1,0
120,RL,8769,Corner,TwnhsE,5,2008,2008,MetalSd,0.0,1702.0,367294.0,Very High,Very High,Very High,Low,Very Low,2000,12,Recent (10-20),12.813920618864572,0,0
80,RL,7910,Inside,1Fam,5,1960,1960,BrkFace,0.0,1075.0,127000.0,Medium,Low,Very Low,Low,Very Low,1960,60,Mature (50-100),11.751950239425476,0,0
90,RL,18890,Inside,Duplex,5,1977,1977,Plywood,211.0,1361.0,190000.0,High,Medium,Low,Very High,Very Low,1970,43,Established (20-50),12.154784614286667,0,0
90,RL,7728,Inside,Duplex,6,1962,1962,Wd Sdng,0.0,1106.0,132500.0,High,Low,Low,Low,Very Low,1960,58,Mature (50-100),11.794345471549745,0,0
90,RL,9842,FR2,Duplex,5,1962,1962,HdBoard,0.0,0.0,101800.0,Very Low,Low,Low,Medium,Very Low,1960,58,Mature (50-100),11.530775206233024,0,0
20,RL,12160,Inside,1Fam,5,1959,1959,Plywood,0.0,1188.0,142000.0,High,Low,Very Low,High,Very Low,1950,61,Mature (50-100),11.863589378812122,0,0
70,RH,8525,Inside,1Fam,6,1911,1950,MetalSd,0.0,940.0,130000.0,Medium,Very Low,Very Low,Low,Very Low,1910,109,Historic (100+),11.775297421715827,1,0
70,RL,13132,Inside,1Fam,5,1914,1950,Wd Sdng,0.0,747.0,138887.0,Very Low,Very Low,Very Low,Very High,Very Low,1910,106,Historic (100+),11.841423131921784,1,0
160,RL,2628,Inside,Twnhs,5,2003,2003,VinylSd,0.0,764.0,175500.0,Low,High,High,Very Low,Very Low,2000,17,Recent (10-20),12.075400019877522,0,0
60,RL,12393,FR2,1Fam,5,2004,2005,VinylSd,0.0,847.0,195000.0,Low,Very High,High,Very High,Very Low,2000,16,Recent (10-20),12.180759965737863,1,0
20,RL,13072,Inside,1Fam,5,2005,2005,VinylSd,0.0,1141.0,142500.0,High,Very High,High,Very High,Very Low,2000,15,Recent (10-20),11.86710429621008,0,0
20,RL,9037,Inside,1Fam,5,2006,2006,VinylSd,0.0,1476.0,265900.0,Very High,Very High,Very High,Medium,Very Low,2000,14,Recent (10-20),12.490879338036375,0,0
60,RL,8158,Inside,1Fam,5,2003,2003,VinylSd,0.0,884.0,224900.0,Low,High,High,Low,Very Low,2000,17,Recent (10-20),12.323415584358154,0,0
